ID	Text	Label
2955	رتبههای بالا = مسئولان آینده #ژن_برتر	[0. 0. 0. 0. 0. 0. 1.]
2956	ارتباطش به دولت روحانی رو از کجا درآوردی؟! از سال ۵۷ در تمام دولت ها رستوران های لوکس و گرانقیمت وجود داشته. زشت ترین و سطحی ترین کار اینه که فیلم غذای گرانقیمت و نشر بدی که ۴نفر آدم ندار ببینن و تو دلشون کسی و لعنت کنند که شما به هدفت برسی! مردم و چی فرض کردین شماها؟! …	[0. 0. 1. 0. 0. 0. 0.]
2957	عجب دستاورد هایی شما شاخ غول رو شکستید	[0. 0. 0. 0. 1. 0. 0.]
2958	تعریف کارآفرینی از نظر دولت : ما کار میکنیم دولت میگه آفرین متن دزدی است	[0. 0. 0. 0. 0. 0. 1.]
2959	آنچه مرا میترساند، تهدیدها و حملات خارجی نیست. تهدیدها، بینظمی، هرج و مرج و ناامنیهای داخلی ترسناک است. …	[0. 0. 0. 1. 0. 0. 0.]
2960	از سال ۹۷ و تمام اتفاقاتش متنفرم، از سی و سالگیم متنفرم، از تمام رویاهایی که داشتم متنفرم، واژه ی تنفر خیلی سنگینه، اما از اینکه هنوزم به اینکه همه ی آدما خوبن امید دارم متنفرم.............	[0. 0. 0. 0. 0. 1. 0.]
2961	ویدیویی از جلسه مقامات مسئول کشور در دوران پهلوی: امیر عباس هویدا، نخست وزیر کشور، از مسئولان دعوت می کند که در فاصله بین دو جلسه، نان و پنیر صرف کنند و به تبادل نظر بپردازند.	[0. 0. 0. 0. 0. 0. 1.]
2962	تعدادی از زندانیان قرچک ورامین در تماس با خانواده هایشان گفته اند که بعد از اعتراض ها آب، گاز و برق را بر زندانیان بسته اند.به همین دلیل از نظر بهداشتی دچار مشکلات زیادی هستند و بندها نیز سرد شده است. #زندان_قرچک	[0. 1. 0. 0. 0. 0. 0.]
2963	" ""خیلی فوق العاده نیستسال ٩١/زندان بهبهان-محكوم به اعدام بود. توانستم ٣ ساعت قبل از اعدام ببينمش و با او حرف بزنم. با هيجان ميگفت: اعدام نميشوم و فردا به بند بازميگردم اين حكم وحشت است. شروع كرد به بندرى رقصيدن. درظاهر ميخنديدم و در دل ميگريستم.لعنت به اعدام. #نه_به_اعدام #زانیار_لقمان_رامین …"	[0. 1. 0. 0. 0. 0. 0.]
2964	روحش شاد یادش گرامی و همیشه جاودان	[0. 1. 0. 0. 0. 0. 0.]
2965	عجب حس ی دارم!	[0. 0. 0. 0. 1. 0. 0.]
2966	قلبم به طور کامل شکسته. نگرانم صبح از میزان غم و بغض از خواب بیدار نشم	[0. 1. 0. 0. 0. 0. 0.]
2967	حال بد رفیقامو میبینم سه تا جون ازم کم میشه، ای کاش میتونسم بهشون جون انتقال بدم.	[0. 1. 0. 0. 0. 0. 0.]
2968	سردار نقدی: در جلسه ای گروهی از غیر مسلمانان با دیدن من صلوات فرستادند و قرآن را با صوت خواندند! توجه کردین که جمهوری اسلامی روی سلامت روحی ، روانی و عقلی مسئولان خیلی دقت می کند.	[0. 0. 0. 0. 0. 0. 1.]
2969	وقتی مستند ۲۰:۳۰ را تماشا کردم چند تا نکته به ذهنم رسید : اگر بخوایم با نتیجه گیری های صدا و سیما همراه شوی همه چیز تقصیر آمریکاست . و هیچ چیز از کوتاهی مسئولان نیست .	[0. 0. 0. 0. 0. 0. 1.]
2970	درود بر #افشين_علاء كه بر خلاف شاعرانِ پُر مدعاى حقوق بگير از نهادهاى مختلف نظام ، پيش قدم شد و در جواب #چهل_سالگى با همان زبان واقعيت هاى تاريخى را يادآورى شان كرد. . . . به فرضم توی این چل سال وطن غرق تباهی بود، بپرس از غربیا آیا مصدق هم سپاهی بود؟! #افشين_علاء	[0. 0. 0. 0. 0. 0. 1.]
2971	وجه «از قضا سرکنگبین صفرا فزود» ماجرا این است که در فرض موفقیت،سالمندان بیشتری روی دست دولت میمانند،هزینه تامین اجتماعی بالا میرود و شکاف مالی بودجه بیشتر میشود. راهکار چیست؟ البته دخالت بیشتر. رای اکثریت جامعه سالمند بر رای جوانها غلبه میکند و آنها باید بیشتر کار کنند.	[0. 0. 0. 0. 0. 0. 1.]
2972	یه شبببب طووولانی، کنار اونایی که... انقدر تو اینستا همه گذاشتن افتاده تو دهنم عصبیم کرده :/	[0. 0. 1. 0. 0. 0. 0.]
2973	تیمم و تیمم و تیمم و تیمم... این بود تیمت؟ ک...ر تو تیمت. ک...ر تو بخشندگی رهبرت! دیوثااین کثافت بازی چیه؟حرومزادگی تاکجا؟اگه واقعا هم لغونشده بودبه خاطر ویدئوی دومی که مادرش منتشر کرداگه انسان بودین یه ۲ هفته بیشتر مجال میدادین! نفرین این مادر کافیه برای هلاکت تون! #بهمن_ورمزیار	[0. 0. 1. 0. 0. 0. 0.]
2974	مغزم فکر میکنه من ساکن لندنم. عجیبه!	[0. 0. 0. 0. 1. 0. 0.]
2975	نمیدونم واقعا این دختره عنه ازش بدم میاد یا فقط حسودی میکنم بهش؟	[0. 0. 0. 0. 0. 1. 0.]
2976	بعضی وقتا با خودم میگم عجب گهی خوردم اومدم تو این رشته که کونت توش پاره می شه واینده ی درست درمونیم نداره، ولی تو اوج فشار یه عشقی که از دوران بچگیه باعث می شه همه سختی هاش رو نادیده بگیرم و پیش برم #دامپزشکی	[0. 0. 1. 0. 0. 0. 0.]
2977	در جلسه شورای عالی هماهنگی اقتصادی تصویب شد؛ تقویت نظارت بانک مرکزی بر مؤسسات اعتباری، بهبود مدیریت آنها و حمایت از حقوق سپردهگذاران تاکید سران قوا بر حضور گسترده مردم در راهپیمایی سراسری ۲۲بهمن	[0. 0. 0. 0. 0. 0. 1.]
2978	من زن زندگیت نیستم ولی دوستت دارم:(	[0. 1. 0. 0. 0. 0. 0.]
2979	چی فکر کردین که ما ایرانیا شادی داشته باشیم ؟ آقا ما محکومیم به بدبختی	[0. 1. 0. 0. 0. 0. 0.]
2980	"آدمِ خوشگلوخوشاخلاق ر همه دوست دارن؛ تو اگه زرنگی منو دوست داشته باش... که فقط ""دوستت دارم"""	[1. 0. 0. 0. 0. 0. 0.]
2981	حال به هم زن تر از آقای #همینه_که_هست خنده تمسخرآمیز اطرافیانشه …	[0. 0. 0. 0. 0. 1. 0.]
2982	تحقیقات نشان میده کودکانی که در معرض کمتوجهی قرار دارن یا احساس تنهایی میکنن، بیشتر در معرض کودک آزاری جنسی قرار میگیرن.معمولا هم این تجاوز توسط فردی که برای بچه آشناست (در مواردی متاسفانه خانواده) اتفاق میفته. کیس #آتنا رو بهخاطر بیارید	[0. 1. 0. 0. 0. 0. 0.]
2983	صبوری و عدم خشونت یکی از راههای بدست آوردن حقوق از دست رفته مردم ایران است ما برای ساختن ایران بیرون می آییم نه برای تخریب آن حاکمان باید حقوق این مردم را ادا کنند و از سلطه قشر اندکی بر مردم ایران دست بردارند	[0. 0. 0. 0. 0. 0. 1.]
2984	" ""من این برس رو توپیشنهاد شگفت انگیز خریدمیکبار از یک دختری خیلی خوشم میاومد. بهش گفتم با من ازدواج میکنی؟ گفت: نه. این میتونست الان یک خاطره غمگین باشه، اما من و اون دختر الان یک پسر ۷ ساله داریم :)"	[1. 0. 0. 0. 0. 0. 0.]
2985	تقریباً در مقابل همه دارم سکوت میکنم. اشتباه متوجه شدهن؟ خب بشن. هیچی رو توضیح نمیدم و به کار خودم ادامه میدم. ولی واقعاً از اینکه فاطی چرند فکر کنه دربارهم عصبانی میشم. یعنی هنوز دارم به حرف دیشبش فکر میکنم، میخوام جرش بدم.	[0. 0. 1. 0. 0. 0. 0.]
2986	بنظرم فقط خیلی ساده مو رو از حالت فر درمیاره حتی اگر طولانی مدت هم باهاش مو رو برس بکشید صاف صاف نمیشهبه طرز عجيبي بعد از تب و لرز وحشتناك ديشب، بد شدن حالم پشت فرمون و بيدار شدن سينوزيتم هنوز زندم :)	[0. 0. 0. 0. 1. 0. 0.]
2987	ایمان، مهمترین عنصر تعیین کننده در موفقیت است. ما به تو ایمان داریم، با تمام توان تیم را به سوی موفقیت هدایت کن. Daje Roma	[1. 0. 0. 0. 0. 0. 0.]
2988	"یه آقایی هم یه بار خیلی شاکی اومد دفتر. گفت آقا من میخوام زنم رو طلاق بدم.پرسیدم چی شده؟ گفت هر بار میزنمش میره به کل فامیل میگه. آبرو نذاشته واسه من! اخبار شبکه یک: #ترامپ با لحنی ""توهینآمیز"" درباره شعار مرگبرآمریکای ملت ایران سخن گفته است."	[0. 0. 0. 0. 0. 0. 1.]
2989	حضرت علی #برخورد_انقلابی با فساد اقتصادی را از برادر و نزدیکان خود آغاز کرد، مسئولان ارشد نظام باید با الگوگیری از حضرت امیر، برخورد با فساد را از نزدیکان خود شروع کنند.	[0. 0. 0. 0. 0. 0. 1.]
2990	امروز طلبيد رفتم نماز جمعه فرماندار هم اومده بود و بين دو نماز ايستاد به سخنراني جاتون خالي وقت گرفتم؛ ٢ دقيقه دهه فجر ١ دقيقه دولت تدبير و اميد ٢ دقيقه از مسئولان نماز جمعه ١ دقيقه رهبري ١ دقيقه كارهايي كه #بايد انجام بشه ٧ دقيقه تشكر و شرح دلاوري استاندار ١ دقيقه هم خداحافظي	[0. 0. 0. 0. 0. 0. 1.]
2991	درآمد مالی،فقط یکی از نتایج جانبی رسیدن به موفقیت است. …	[0. 0. 0. 0. 0. 0. 1.]
2992	این هدست وکال و های رنج خوبی داره ولی اصلا نمیتونه بیس اجرا کنه...گوشی ها هم عمقشون کمه وباعث گوش با قسمت سخت هدست برخورد کنه و باعث اذیت بشه..بلندی صدا هم اصلا جالب نیست..از akg بعید بود ..در کل از خریدم ناراضی ام کاش میشد پس بدم	[0. 1. 0. 0. 0. 0. 0.]
2993	نمیدونم الان باید صحبت ر ادامه بدم یا که مزاحمم؟! :/	[0. 0. 0. 0. 0. 0. 1.]
2994	میدانید چرا مجلس باوجود آنهمه خطر وضرر به FATF رای داد؟ چون تصورمیکنند نجات اقتصادایران درجذب سرمایه و انتقال فناوری خارجیه همین تصوراشتباه ۲قرنه صنعت ایران را ضعیف ومفلوک نگهداشته تسلط این خطا بر ذهنیت مسئولان وجامعه کارشناسیما بخاطر قصور ما رسانهایهاست شرمندهام وجبران میکنم	[0. 1. 0. 0. 0. 0. 0.]
2995	امروز به معین گفتم فردا ۹۷/۷/۷ هست خیلی ذوق کرد و گفت چه شگفت انگیز چون منم ۷ سالمه و سریع حساب کرد که ۹۹/۹/۹ هم ۹ ساله است فهمید روزهای شگفتانگیزتری هم تو راهه... …	[1. 0. 0. 0. 0. 0. 0.]
2996	شيش فاكينگ ماهه فقط داره مي خنده امروز زبون وا كرد	[1. 0. 0. 0. 0. 0. 0.]
2997	"دانشمندان حوزه مغز، کانشسنش(خودآگاهی) رو اینطوری تعریف میکنن: ""stream of subjective experience"" اون تجربههای درونی طیف وسیعی ار درک عواطف و احساسات، هیجانات، خشم، درد و ... رو در برمیگیره. اما این تجربههای درونی واقعا از چی ساخته شدن؟ اونایی که به روح باور دارن، این توانایی رو/"	[0. 0. 0. 0. 0. 0. 1.]
2998	خودشونو قهرمان دیپلماسی میدونندو سی و دو سال در رأس حکومت بوده اند نتیجه: اقتصاد صد درصد نفتی،نابودی توان وتاسیسات هسته ای،بی عزتی ایرانی حتی در جایی مثل گرجستان،فرار مغزها و ثروتها و... خدا لعنتتون کنه آقای  و  اینقدر بی شرفید! #مدیریت_اصلاحاتی #سرطان_اصلاحات	[0. 0. 1. 0. 0. 0. 0.]
2999	بله از اتاق فرمان اشاره کردن نورسنج دوربینم مشکل داره و پس از پیگیری فهمیدم دوربین بگاییه و نورسنج به گاست. اعصابم به شدت کیری و تخمیه :)	[0. 0. 1. 0. 0. 0. 0.]
3000	مسیح ما همه اینا رو میدونیم ناراحت نباش	[0. 1. 0. 0. 0. 0. 0.]
3001	من هزار دلیل محکم در کشور در جهت تلاش برای #براندازی ج.ا می بینم،شما که مشتاق ماندن ج.ا هستید آیا 10 دلیل منطقی برای ماندن ج.ا می توانید شرح دهید؟ این سوالی است که از طرفداران ج.ا داشتم و دارم که هرگز به علت ترس از دستگیری و شکنجه خود و خانواده ام نتوانسته ام آزادانه مظرح کنم.	[0. 0. 0. 1. 0. 0. 0.]
3002	والا من دارم.نمیتونم قسطامم بدم.پولم نمیشه کارت به کارت کنم.پشتیبانی هم که هیچ وقت کارشناس نداره	[0. 1. 0. 0. 0. 0. 0.]
3003	آقای #خاتمی شما نه به عنوان یک شهروند بلکه بعنوان یک مسئول باید پاسخگو باشید؛ غذرخواهی شما نه سرمایه اجتماعی سوخته و نه جانهای از دست رفته را باز میگرداند و نه فقر و گرسنگی مردم را التیام میبخشد! عملکرد شما یکی از عوامل اصلی غرق شدن این کشتی، خشم مردم و سرکوب حاکم است!	[0. 0. 1. 0. 0. 0. 0.]
3004	"ما میگیم ""دوستیابی"" خب؟ همینو خارجیا میگن ""make friend"" یعنی ""دوستسازی"" دیگه خیلی خواستم فاخر بشه همین شد... نه نه صبر کنین. ما ترکیب ""دشمن تراشی"" داریم. یه ""دوستتراشی"" هم بزنیم تنگش عالی میشه. میخوام یه کتاب بنویسم تاثیر متقابل فرهنگ و زبان. جان؟ چشم چشم. هل نده خودم میرم"	[0. 0. 0. 0. 0. 0. 1.]
3005	جدیدا نسبت به تکرار بیش از حد کلمهها تیک عصبی پیدا کردم، مثلا یهو میام میبینم هزار نفر نوشتن فلان چیز روزمو ساخت، یا دو هزار نفر نوشتن تا صبح گریه کردم و یا سه هزار نفر نوشتن فلان کارو کردم بیاید تبریک بگید اعصابم خورد میشه.	[0. 0. 1. 0. 0. 0. 0.]
3006	باید برم درباره بانکداری هم بیشتر بخونم این بازار رپو هم، خیلی فاکینگ پیچیدهست، اعصابم خرد میشه قشنگ، و کلید یه سری پیشبینی ها هم توی همون هاست	[0. 0. 1. 0. 0. 0. 0.]
3007	خیلی وقته عصبیم سگ شدم ! حق بده بهم ؛ بین یه مشت گرگ زندگی کردن سگ میخواد. سگا همون گرگای اهلین ؛ بپا هار نشم !	[0. 0. 1. 0. 0. 0. 0.]
3008	به زودی خونها به جوش می آیدخشم در سینها فواره میزند نعرهای جوانان هر جنبنده ای را به وحشت می اندازد سر ملاها و مزدورانشان در خیاباهناها دیده میشود اینجا ته خط یا بیاید بسوی مردم و یا اشهدتان را بخوانید #ملابچه_رو_کی_می #ملارانی_کامیونها #بازداشت_ایرانارشیستها_بس	[0. 0. 1. 0. 0. 0. 0.]
3009	خوب ایشون باید بفهمه جایی که نمیتونی وسط این جمعیت کارت و انجام بدی و نهی از منکر کنی در محلی که جون خودت در خطره نکن این کارو. چون الان اتفاق بدتری رو به وجود آورده. مردم و بدتر متنفر کرده از حجاب. این روش هدایت به راه اسلام ۱۰۰٪ تاثیر معکوس داره.	[0. 0. 0. 0. 0. 1. 0.]
3010	دلا نزد کسی بنشین شهرام ناظری انقدر خوبه که میترسم انقدر گوش بدم از گوشام بزنه بیرون :(	[0. 0. 0. 1. 0. 0. 0.]
3011	البته من 405 قدیمی دارم که بهش نخورد مجبور شدم یه تغییراتی تو دریچه کولر بدم چون عرض پایش حدود 1/5 سانت میشه شاید به داشبورد جدید هاش بخورهبا ارز دولتی رفتن از کشورهایی ماشین وارد کردن که ب ماشین هاشون هم تجاوز میکنن!... لطفا قبل از سند زدن ی پزشک قانونی ببرین ماشینتون رو !...... :-)	[0. 0. 0. 0. 0. 0. 1.]
3012	پوینت سریال 13rw تجاوز و خودکشی نبود، این بود که حس دوست داشته شدن از طرف یکی چقدر میتونه تو زندگی یکی تاثیر گذار باشه دریغ نکنیم حسمون رو از کسی قبل از دیر شدنش	[0. 0. 0. 0. 0. 0. 1.]
3013	"من خریدم و مجبور شدم به عنوان یک اسباب بازی بدم به فرزند کوچیکم."""	[0. 1. 0. 0. 0. 0. 0.]
3014	انتقاد هاشمی رفسنجانی از شیوه استهلال  #ایران	[0. 0. 0. 0. 0. 0. 1.]
3015	آقا این بابای من عجب موجود عجیبیه.خودخواه بی منطق و چقر! هموزم میتونه بره رو اعصابم لامصب	[0. 0. 0. 0. 1. 0. 0.]
3016	اوصیکم به کنترل زبان به وقت خشم	[0. 0. 0. 0. 0. 0. 1.]
3017	اعصابم خورده از همه هم بدم مياد	[0. 0. 1. 0. 0. 0. 0.]
3018	در دیدار نویسندگان نامه صدنفره با خاتمی، بر لزوم برخورد با فساد و خویشاوندسالاری، انتخابی شدن اعضای شورای عالی اصلاحطلبان یا نهاد ملی اصلاحات، شفافیت روند انتخاب نامزدها، فراگیری و پرهیز از مرکزگرایی و فردگرایی و ایجاد سازوکار نظارتی بر عملکرد منتخبان تأکید شد. #اصلاح_اصلاحات	[0. 0. 0. 0. 0. 0. 1.]
3019	خاور میانه را به آتش کشیدند و جابجا خارهای سیاه خشم و نفرت رویاندند حالا نشستهاند به تماشای سیهروزی مردمانش«رویای آمریکایی» شاید همین باشد …	[0. 0. 0. 0. 0. 1. 0.]
3020	چرا صدا و سیما این صدا و این رنج را سانسور میکند؟ کارگر نیشکر هفتتپه با اشک میگه: چند روزه داریم اعتصاب میکنیم صدامون به جایی نرسیده اما اگر برای یکی از مسئولان اتفاقی بیفته کل صداوسیما پخش میکردن. #هفت_تپه #فرقه_تبهکار #شوشتر #تجاوز #فرقه_تبهکار #آرمان_مشترک	[0. 1. 0. 0. 0. 0. 0.]
3021	مامان من فکر میکنه من تولدش رو یادم نبود. اما من حال نداشتم تبریک بگم. [دور بودم ازش]  …	[0. 0. 0. 0. 0. 0. 1.]
3022	یه مریض هست خیلی حالش بده. امیدی بهش نیست اسمش ایرانه! تو جونیش گروهی کردندش ۴ تا بچه آورد مامانش به باباش تجاوز می کرده. الکلی بدی شده، گاهی تو جشنا استریپتیز میکنه به پولی بهش میدیم. پ.ن:اگه متوجه استعاره نشدید باید بگم ایران در روایت بالا همون گلنساست !منظور کشور نیست!	[0. 1. 0. 0. 0. 0. 0.]
3023	یه معلم دینی داشتیم میگفت: خوشی زیاد آدم رو غمگین میکنه و گریه زیاد آدم رو خوشحال. مثالشم این بود که وقتی عروسی تموم میشه، آدما ناراحت میشن و بد از روضه آدما خوشحالن. …	[0. 0. 0. 0. 0. 0. 1.]
3024	این همون خبرنگاریه که اول انقلاب با وزرایی که میخواستند اعدام کنن مصاحبه میکرد و بهشون نیشخند میزد. من از رسول صدر عاملی متنفرم	[0. 0. 0. 0. 0. 1. 0.]
3025	بوی خوبی هم داشتن همشون.نازنیم بودی و نازت مرا دلگیر کرد کاش میشد درد دلهای مرا تصویر کرد هرچه کردم تا بدانی دوستت دارم نشد تلخی ناباوری هایت دلم را پیر کرد	[0. 1. 0. 0. 0. 0. 0.]
3026	پشه ها هم شدن عین بعضی پرستارا بلد نیستن رگتو پیدا کن پونصدجای آدمو سوراخ میکنن خب بیشعور از یه جا تجاوز کن دیگه!	[0. 0. 1. 0. 0. 0. 0.]
3027	خانواده خیلی تو موفقیت تاثیر داره انقد که تا همین پارسال میزدن تو سرم که نمیشه ...	[0. 1. 0. 0. 0. 0. 0.]
3028	سیاست گزاری و روشهای آموزش برای تامین سلامت #کودکان در مدرسه، منع ترویج خشونت و #کلیشههای_جنسیتی از طریق کتابها و محتوای آموزشی یکی از راههای ایجاد امنیت و برابری به دسترسی همه به حقوق شهروندیه. #خشونت_تحصیلی #تو_هم_بگو	[0. 0. 0. 0. 0. 0. 1.]
3029	یه مجموعه توئیت از این سالیان میخوام جمع کنم اسمش رو هم بذارم گه نامه بدم ناشر صابر ابر چاپشون کنه. اولش هم این توییت رو میزنم:	[0. 0. 0. 0. 0. 0. 1.]
3030	از وقتی اومدم خونه زندگی میکنم، استرس و دغدغه های ذهنیم ۳ برابر شده که خب با تموم شدن رابطهام به ۱.۵ برابر کاهش یافت. ضمنا با هربار برنامه ی شادی و تفریح با دوستام این استرس حدودا ۵ برابر قبل میشه. ستاد آمار این اکانت تقدیم نمود.	[0. 1. 0. 0. 0. 0. 0.]
3031	عجب وضعیتی شده :))))))))))))))))	[0. 0. 0. 0. 1. 0. 0.]
3032	یدونه برجستگی ناقص دارم قراره بدم به ارزشیا	[0. 0. 0. 0. 0. 0. 1.]
3033	نوتیفیکیشن امروز امروز نرمافزار #شیریت!!! نوشته : مسلمان یعنی دزد، دزدی زن مسلمان از طلا فروشی بدجوررر ناراحت شدم... #صهیونیست های حرام زاده...	[0. 0. 1. 0. 0. 0. 0.]
3034	خداحافظ ای آبی روشن عشقمیترسم برای وجدان خودمون، که هر صبح بیدار میشیم و درد مردمو میخونیم ... میبینیم که چقدر مشکلات همه فقط بخاطر بالا پایین شدن ارز و فیلترینگ و همه چیز ... زیاد شده بعدش آه میکشیم و رد میشیم ... میترسم که فکر کنیم اینا همش عادیه ... باید باهاش کنار اومد ، ولی نیست .	[0. 0. 0. 1. 0. 0. 0.]
3035	باسلام ببخشید من گوشی ندارم بعد میخواستم ببینم از طریق همین اگه سیمکارت بزارم میشه پیامک بدم یا مکالمه کنم؟؟؟؟؟؟؟؟؟؟؟لطفا پاسخگوباشید	[0. 0. 0. 0. 0. 0. 1.]
3036	مدیران کشور هشدار مسؤولان قضایی درباره #جریان_نفوذ را جدی بگیرند.	[0. 0. 0. 0. 0. 0. 1.]
3037	عادت به بدبختی بزرگترین بدبختیه  دست من و تو باید این پردهها رو پاره کنه کی میتونه جز من و تو درد ما رو چاره کنه #متحد_شیم #IraniansWantRegimeChange	[0. 1. 0. 0. 0. 0. 0.]
3038	با اعتراظامون دشمن شاد کن نشیم	[0. 0. 0. 0. 0. 0. 1.]
3039	یه عده کل فضا مجازی رو با برد پرسپولیس پر کردند، یه عده دارن به اینا اعتراض میکنن؛ یه عده هم مث من پیگیر هر دو طرف :|	[0. 0. 0. 0. 0. 0. 1.]
3040	وقتی برای بار آخر رفتم خواستگاری، گفتم هنوز درسم تموم نشده، سربازی هم نرفتم ممکنه به خاطر شرایط مالی یکم بیشتر تو عقد بمونیم. گفت به یک شرط قبول میکنم همه این سختی ها رو تحمل کنم. گفتم چه شرطی؟ گفت: تو هیچ شرایطی توکلت و از دست ندی من از ناامیدشدن به خدا متنفرم... #شروع_همدلى	[0. 0. 0. 0. 0. 1. 0.]
3041	در غفلت مسئولان حكومتي جاسوس اسراييلي براي تاج شاهنشاهي در استانه چهلمين سالگرد شكوهمند انقلاب اسلامي گل زد.(هم اكنون در كانالاي تلگرامي لنگيا)	[0. 0. 0. 0. 0. 0. 1.]
3042	انتخابات 88، تا ساعت 4 و نیم پای فیس بوک داشتیم پستهای مبهوت میذاشتیم و بعدش که دیگه کاملا ناامید شدم خوابیدم. الان ساعت 3 هنوز اعلام نشده	[0. 0. 0. 0. 0. 0. 1.]
3043	حتما پیشنهاد می کنم نسبت به قیمت پایینی که داره و اگر برای افراد مسن می خواهید بخرید عالیه#آیت_الله_علوی_گرگانی ماه رمضان ومحرم درگرگان باتاکیدوتهدید مسئولان فرمودندکاری نکنیدمابه مردم بگوییم وبرعلیهتون موضع بگیریم،مادینمون روفدای دنیای شمانمیکنیم وحاضرنیستیم بخاطردزدیها وکارشکنیهای شماازاسلام هزینه کنیم.وحرف های بسیارتنددیگر. #حجامت_نظام	[0. 0. 1. 0. 0. 0. 0.]
3044	خاک بر سر مردی که بخواهد با صدا یا مو یا دامن کوتاه یک بانو تحریک شود .اون مرد یک انسان کثیف بیش نیست.بدم میاد از مردهای هیز و نفهم.خدایا جامعه ایران را از این گونه افراد انگل حفظ بفرما .آمین	[0. 0. 0. 0. 0. 1. 0.]
3045	یه هفته گوشت کوبیده آبگوشت رو خوب کوبیدم، حالا هر هفته شخصا از من دعوت میکنن مراسم کوبیدن رو انجام بدم، هزار بار گفتم تو ایران کاریو خوب انجام ندین	[0. 0. 0. 0. 0. 0. 1.]
3046	آیا از رای به #روحانی پشیمانم؟ هرگز. اما با آن دسته از مردمانی که موضع مرا حمل بر استمرار طلبی و ماله کشی میکنند نیز هیچ ستیز و خصومتی ندارم. خشم و استیصالشان از وضعیت را میفهمم و قبول دارم که اینهمه فساد و تبعیض و ناکارآمدی حق ما نیست. راه حل اما به آن سادگی که می فرمایند نیست!	[0. 0. 0. 0. 0. 0. 1.]
3047	اگه امکان تکذیب مسئولان رو Disable کنن، چی میشه؟!	[0. 0. 0. 0. 0. 0. 1.]
3048	باز هم جنایت قتل رژیم ج.ا بنداند با این کاراها فقط خشم ملت رو بیشتر میکنید روزی که رژیم سرنگون بشه با این کارها هیچ راه فراری برای خودتان باقی نمیذارید بترسید از خشم ملت #SaveSoheil	[0. 0. 1. 0. 0. 0. 0.]
3049	مسئولان بیمار زندان فشافویه درویشان و دیگر زندانیان سیاسی و عقیدتی را در میان یک عده بیچاره که به جرم دزدی و مواد مخدر به زندان افتاده اند حبس کرده اند. برای 500 زندانی تنها 5 دوش حمام وجود دارد. آب گرم فقط هفته ای 2 ساعت. یک عفونت ساده همان و قطع عضو و مرگ همان.	[0. 1. 0. 0. 0. 0. 0.]
3050	برخی اعضای دولت و شورای عالی فضای مجازی در نامه ای به رئیس شورای عالی امنیت ملی، خواستار رفع فیلتر #توییتر و #یوتیوب شدند. گفته می شود، صالحی وزیر ارشاد؛ بطحایی وزیر اموزش و پرورش؛ علوی وزیر اطلاعات و آذری جهرمی وزیر ارتباطات از امضا کنندگان این نامه هستند./ عصرخبر	[0. 0. 0. 0. 0. 0. 1.]
3051	قانون انتظار میگه : منتظر هر چی باشی ، وارد زندگیت میشه پس دائم با خودت تکرار کن : من منتظر عالی ترین اتفاق ها هستم	[1. 0. 0. 0. 0. 0. 0.]
3052	فيلم #okja از كمپاني #Netflix : روايت عشق بين انسان و حيوان،پر از سكانس هاي تاثير گذار و حساي ناب،از غم دوري اوكجا و مينجا گرفته تا وحشت نفسگیر تو پردهی آخر فیلم،سرازير شدن اشكام و احساس شرمساری از اینکه گوشتخوارم. اگه طرفدار حقوق حيواناتين حتما ببينيد.	[0. 1. 0. 0. 0. 0. 0.]
3053	گداها میآمدند دم دکانها و پول میخواستند، اگر نمی دادند یک شانه را میکشیدند روی یک شاخ بز یا گاو ، صدای بدی تولید میشد، دکاندارها برای رهایی از دستشان پول میدادند، این شد که میگویند: فلانی شاخ و شانه میکشد. #فرهنگعامه	[0. 0. 0. 0. 0. 0. 1.]
3054	هم نظر ظاهری و هم نظر کیفیت... عالی بود”سرما خورده باشی پاشی ببینی ناهار نداری” غم انگیز نیست؟	[0. 1. 0. 0. 0. 0. 0.]
3055	"با تشکر"""	[1. 0. 0. 0. 0. 0. 0.]
3056	" ""من اینو چند ماه پیش تو شگفت انگیز خریدم ولی متاسفانه هیچ رمی را جواب نمیدهبی نهایت دوستت دارم،اگر باور کنی میتوانی این سند را،ثبت در دفتر کنی میتوانی باورت را،از نگاهم بشنوی یا بسوزانی بپای عشق وخاکستر کنی شک نکن،ققنوسم وآتش، نمیسوزد مرا بلکه از سوزاندنم،حال مرا بهتر کنی امتحان عشق را،با نرخ جان پس میدهم میتوانی رد کنی،یا رتبه برتر کنی *حسین زنهاری"	[0. 0. 0. 0. 0. 0. 1.]
3057	خواهشا با طناز طباطبایی شوخی نکنید. جدی میگم من توییت هارو میخونم اعصابم به هم میریزه. فکرنکنم با هرکسی بشه شوخی کرد!!!	[0. 0. 1. 0. 0. 0. 0.]
3058	اوووه چقدر نوشتیا عجب حوصله ایی داری	[0. 0. 0. 0. 1. 0. 0.]
3059	فقط تجاوز به طارمی میشه حرصمو خالی کنه. تامام.	[0. 0. 1. 0. 0. 0. 0.]
3060	اگر مسئولان و مراجع به #ملاقات_محصورین برن، قطعا این تابویی که برای رفع حصر هست خیلی سریعتر شکسته میشه.	[0. 0. 0. 0. 0. 0. 1.]
